"","SITE_ID","SITE_NAME","SURVEY_ID","EVENT_DATE","SURVEY_SPECIES_ID","SPECIES_ID","SPECIES_NAME","LATIN_NAME","SPECIES_RUN_ID","RUN_NUMBER","BULK_MEASURED_ID","BULK_LENGTH_START","BULK_LENGTH_END","BULK_FISH_COUNT","BULK_FISH_WEIGHT","AGE_BAND"
"287",34661,"Colwick Marina Net",164157,2023-09-28,735035,152,"Chub","Leuciscus cephalus",977213,1,209755,,,101,,""
"288",39787,"Muskham Bridge Net",164158,2023-10-02,735052,153,"Dace","Leuciscus leuciscus",977220,1,209763,,,50,,""
"289",39787,"Muskham Bridge Net",164158,2023-10-02,735056,284,"Minnow","Phoxinus phoxinus",977224,1,209764,,,159,,""
"290",41973,"Kneeton Net",164177,2023-10-03,735157,284,"Minnow","Phoxinus phoxinus",977326,1,209776,,,199,,""
"291",41973,"Kneeton Net",164177,2023-10-03,735158,153,"Dace","Leuciscus leuciscus",977327,1,209774,,,721,,""
"292",41973,"Kneeton Net",164177,2023-10-03,735159,152,"Chub","Leuciscus cephalus",977328,1,209775,,,113,,""
"293",41973,"Kneeton Net",164177,2023-10-03,735160,193,"Gudgeon","Gobio gobio",977329,1,209773,,,93,,""
"294",41327,"Nooning Lane Net",167403,2024-09-19,744783,284,"Minnow","Phoxinus phoxinus",991543,1,212027,,,2755,,""
"295",41327,"Nooning Lane Net",167403,2024-09-19,744784,152,"Chub","Leuciscus cephalus",991544,1,212028,,,25,,""
"296",41327,"Nooning Lane Net",167403,2024-09-19,744785,281,"3-spined stickleback","Gasterosteus aculeatus",991545,1,212029,,,163,,""
